Data_Type,Run_Name,Fault_Name,Time_Step,TIME,S1V1,S1V2,S1V3,S1V4,S1V5,S1I1,S1I2,S1I3,S1I4,S1I5,S1P1,S1P2,S1P3,S1P4,S1P5,S2V1,S2V2,S2V3,S2V4,S2V5,S2I1,S2I2,S2I3,S2I4,S2I5,S2P1,S2P2,S2P3,S2P4,S2P5,S3V1,S3V2,S3V3,S3V4,S3V5,S4V1,S4V2,S4V3,S4V4,S4V5,S34PV1,S34PV2,S34PV3,S34PV4,S34PV5,S3I1,S3I2,S3I3,S3I4,S3I5,S4I1,S4I2,S4I3,S4I4,S4I5,S34PI1,S34PI2,S34PI3,S34PI4,S34PI5,S34V1,S34V2,S34V3,S34V4,S34V5,S34I1,S34I2,S34I3,S34I4,S34I5
calibration,3322,Normal,25,90.51172,146.8875,6.217058,4.540827,1.990605,1.325822,2.636422,0.003967484,0.002757496,0.0008831104,0.0001479159,3.99,-103.26,147.26,144.98,-155.36,90.15401,4.971472,3.926313,1.770047,1.097704,1.586774,0.000840456,0.0001809319,4.758993e-05,2.567526e-05,-5.639999,-11.4,153.47,-136.5,20.0,685.4648,18.04056,4.654093,2.685252,1.698185,482.5974,6.862542,1.536332,0.587469,0.1036298,173.2,69.81,-158.9,64.64,34.54,6.872506,0.0430145,0.01307721,0.001077742,0.004370338,8.008752,0.03664503,0.02213171,0.004758993,0.0006706795,-1.759999,57.38,72.28,165.2,131.9,682.7489,18.93656,5.24148,2.74111,172.4729,14.50618,0.05973964,0.01464556,0.003746965,0.004246954
calibration,3322,Normal,26,93.64063,146.5498,6.197049,4.559162,2.002097,1.333476,2.639459,0.003967484,0.002754324,0.0008841275,0.0001501464,3.86,-103.26,147.66,145.48,-154.96,89.53342,5.040633,3.971778,1.78437,1.090147,1.597773,0.000827971,0.000177221,4.819645e-05,2.517763e-05,-6.17,174.73,-34.45,-132.8,18.26,684.5972,18.02478,4.664285,2.691442,1.698185,481.9865,6.846758,1.536332,0.5901807,0.1048299,173.2,69.34,-159.0,64.78,34.34,6.872506,0.04307893,0.01448822,0.001081471,0.004400632,8.008752,0.0367718,0.02228512,0.00480856,0.0006761063,-1.759999,57.11,72.21999,165.4,132.0,681.8875,18.92082,5.254384,2.74796,172.4729,14.50618,0.05987941,0.01444351,0.003792905,0.00427631
calibration,3322,Normal,27,96.77344,146.5498,6.232826,4.548152,1.997492,1.327349,2.639459,0.003958358,0.002760672,0.000882094,0.0001479159,4.13,-103.06,147.56,145.38,-155.16,90.15401,4.994419,3.939898,1.792606,1.100234,1.581303,0.0008194361,0.0001815579,4.758993e-05,2.670023e-05,-5.5,174.53,-32.78,-132.2,19.46,685.4648,18.04056,4.657309,2.685252,1.698185,482.8751,6.846758,1.548763,0.5895015,0.1048299,173.2,70.01,-159.0,64.71,40.02,6.872506,0.04297491,0.01448822,0.001080227,0.004385458,8.008752,0.03664503,0.02218273,0.004780957,0.0006753285,-1.69,57.45,72.28,165.3,131.9,682.7551,18.94415,5.246728,2.741773,172.4729,14.50618,0.05970824,0.01436488,0.003766555,0.004261398
calibration,3323,Normal,1,15.32813,145.8764,6.482387,4.75483,2.101285,1.366108,2.660816,0.003972053,0.002773415,0.0008861657,0.0001538208,4.729,-103.16,147.56,144.88,-154.46,88.00049,5.388712,4.182973,1.903202,1.134972,1.612557,0.0007594778,0.0001801006,4.634628e-05,2.567526e-05,-5.23,-10.93,151.87,-137.9,19.4,688.8666,18.08819,4.610363,2.672915,1.694279,487.0069,6.886284,1.579374,0.5552453,0.1203608,173.2,71.01,-158.9,60.5,120.8,6.905023,0.0430591,0.01399636,0.001102846,0.004503136,8.065191,0.03741235,0.02272558,0.004954672,0.0006855118,-1.62,55.24,73.89,166.4,132.9,686.1412,19.01037,5.16553,2.738059,172.4745,14.59296,0.06031381,0.01489385,0.003918752,0.004376604
calibration,3323,Normal,2,18.45703,146.8875,6.349433,4.682577,2.048731,1.342719,2.6425,0.00403195,0.002770225,0.0008780414,0.0001468977,3.59,-104.76,144.56,142.08,-158.56,87.59615,5.247893,4.078355,1.842829,1.123273,1.625605,0.0007843593,0.0001778341,4.634628e-05,2.466124e-05,-4.83,-12.0,-33.65,-135.3,18.8,687.1244,18.05656,4.637513,2.685252,1.696231,484.0442,6.82315,1.552333,0.5482581,0.1127158,173.2,71.01,-158.8,60.43,121.2,6.8828,0.04291064,0.01412586,0.001093994,0.00444135,8.019825,0.03711205,0.02246544,0.004881069,0.0006784454,-1.69,56.11,73.14999,166.0,132.5,684.4238,18.9623,5.185694,2.74614,172.4737,14.527,0.05998513,0.01465746,0.003853589,0.004316301
calibration,3323,Normal,3,21.58984,146.5498,6.364802,4.639114,2.048731,1.345814,2.639459,0.003949254,0.002751154,0.0008851462,0.0001522352,4.26,-103.06,146.36,144.58,-153.66,87.39472,5.193797,4.05028,1.828037,1.119399,1.63499,0.0007718183,0.0001764067,4.576304e-05,2.517763e-05,-4.83,176.33,154.97,-128.5,21.34,687.1244,18.05656,4.647132,2.685252,1.696231,484.0442,6.752816,1.561295,0.5565253,0.1133665,173.2,70.75,-158.8,59.7,12.15,6.893902,0.04291064,0.01307721,0.001091478,0.004456717,8.030913,0.03706935,0.02228512,0.004903599,0.0006729998,-1.69,56.38,73.21999,166.0,132.6,684.4514,18.96777,5.203579,2.746501,172.4737,14.54863,0.05995508,0.01477202,0.003878357,0.004332086
calibration,3323,Normal,4,24.71875,146.8875,6.364802,4.613548,2.02528,1.342719,2.633389,0.003994984,0.002760672,0.0008831104,0.0001501464,3.99,-103.86,145.56,143.98,-154.56,87.29414,5.199781,4.064293,1.840708,1.116825,1.64822,0.0007888874,0.0001741867,4.576304e-05,2.466124e-05,-4.969999,-12.34,-31.45,-130.3,18.93,687.1244,18.04056,4.647132,2.685252,1.696231,483.4871,6.854645,1.548763,0.5438572,0.1145473,173.2,69.74,-158.8,59.96,118.8,6.8828,0.04291064,0.01307721,0.001087715,0.00443624,8.030913,0.0369841,0.02233649,0.004881069,0.0006722256,-1.69,56.44,73.09,165.9,132.4,684.4114,18.94415,5.190913,2.747156,172.4737,14.53785,0.05989513,0.01481448,0.003859383,0.004311927
calibration,3323,Normal,5,27.84766,146.8875,6.323899,4.627912,2.032287,1.338089,2.633389,0.003976628,0.002751154,0.0008841275,0.0001517103,4.06,-104.06,145.56,143.88,-155.56,87.39472,5.187822,4.068975,1.825933,1.116825,1.652019,0.0007861675,0.0001741867,4.634628e-05,2.567526e-05,-4.83,175.83,-34.32,-128.4,18.33,686.3336,18.04056,4.643924,2.691442,1.698185,483.7658,6.768384,1.545201,0.5488896,0.1120688,173.2,71.08,-158.8,60.03,116.4,6.8828,0.04303433,0.01422378,0.001090222,0.004451588,8.030913,0.0367718,0.02228512,0.004875453,0.0006737753,-1.69,56.51,73.14999,166.0,132.3,683.6544,18.94198,5.192737,2.751967,172.4729,14.53785,0.05984407,0.01449519,0.003851474,0.00432693
calibration,3323,Normal,6,30.98047,147.2262,6.293395,4.62099,2.02295,1.335012,2.630359,0.003972053,0.002751154,0.0008831104,0.000147406,3.86,-103.96,146.16,142.98,-156.66,87.09337,5.152109,4.059617,1.821734,1.110415,1.64822,0.0007559883,0.0001764067,4.758993e-05,2.567526e-05,-4.969999,174.43,151.07,-70.5,16.52,687.1244,18.04056,4.640717,2.685252,1.696231,483.4871,6.729534,1.552333,0.5488896,0.1112974,173.2,70.21,-158.8,60.03,119.2,6.8828,0.04295018,0.01307721,0.001087715,0.004415857,8.019825,0.0367718,0.02228512,0.00480856,0.0006831483,-1.69,56.71,72.95,165.7,132.5,684.4604,18.94633,5.189529,2.745353,172.4737,14.527,0.05977741,0.01477202,0.003787147,0.004290602
calibration,3323,Normal,7,34.10938,148.4174,6.323899,4.617267,2.027613,1.338089,2.633389,0.003990388,0.002776611,0.0008800652,0.0001522352,3.53,-104.16,147.06,145.38,-154.36,87.59615,5.187822,4.083053,1.821734,1.120689,1.652019,0.0007934416,0.0001764067,4.634628e-05,2.36328e-05,-5.1,-11.87,154.47,-129.3,19.67,687.1244,18.04056,4.633777,2.682163,1.696231,484.0442,6.958008,1.557704,0.553331,0.1127158,173.2,70.41,-158.8,59.76,118.1,6.8828,0.0430591,0.01424016,0.001093994,0.004431135,8.030913,0.03706935,0.02236222,0.00486424,0.0006753285,-1.69,56.44,72.88,165.9,132.2,684.371,18.94961,5.187031,2.743052,172.4737,14.53785,0.06007235,0.01455208,0.003836823,0.004306542
calibration,3323,Normal,8,37.23828,145.8764,6.318805,4.606118,2.039318,1.342719,2.654698,0.003935636,0.002776611,0.0008810792,0.0001522352,4.595,-102.66,147.56,146.08,-153.96,87.19368,5.199781,4.064293,1.836475,1.11554,1.644429,0.0007825553,0.0001778341,4.456717e-05,2.466124e-05,-5.299999,-11.8,154.17,-127.7,19.67,686.3336,18.05656,4.640717,2.675994,1.694279,483.7658,6.966024,1.552333,0.5610285,0.1145473,173.2,70.08,-158.9,59.5,14.76,6.893902,0.04316333,0.01424016,0.001091478,0.004456717,8.042017,0.03711205,0.02259514,0.004920564,0.0006847232,-1.69,56.11,73.09,166.0,132.3,683.5771,18.9623,5.201667,2.737903,172.4745,14.55949,0.06018473,0.01473497,0.00389526,0.00433081
calibration,3323,Normal,9,40.36719,145.5408,6.3341,4.624183,2.02295,1.345814,2.636422,0.003972053,0.002776611,0.0008810792,0.0001496287,4.19,-102.36,146.76,144.28,-154.36,86.89305,5.17589,4.073662,1.825933,1.116825,1.640647,0.0007718183,0.0001778341,4.699103e-05,2.567526e-05,-5.17,174.73,155.47,-128.7,23.07,686.3336,18.04056,4.640717,2.675994,1.694279,484.3785,6.846758,1.554122,0.5526944,0.1158737,173.2,70.14,-158.8,59.43,117.2,6.8828,0.04314346,0.01419106,0.001090222,0.00444135,8.042017,0.03724046,0.02249132,0.004881069,0.0006847232,-1.69,56.18,73.21999,165.9,132.3,683.6238,18.94742,5.193334,2.73864,172.4745,14.54871,0.06025927,0.01466375,0.003857069,0.004315624
calibration,3323,Normal,10,43.5,145.8764,6.318805,4.646062,2.048731,1.35047,2.651642,0.003953803,0.002786217,0.0008800652,0.0001496287,4.19,-102.16,148.26,145.48,-153.66,87.69708,5.181851,4.073662,1.840708,1.119399,1.640647,0.0007789597,0.000177221,4.634628e-05,2.517763e-05,-5.440001,176.03,-32.11,-129.8,20.6,686.3336,18.05656,4.637513,2.675994,1.694279,484.6577,6.846758,1.561295,0.5662197,0.1165427,173.2,69.94,-158.8,59.43,116.3,6.893902,0.04329272,0.01307721,0.001097779,0.004451588,8.042017,0.03745544,0.02259514,0.00493759,0.0006855118,-1.69,55.71,73.02,166.0,132.5,683.6238,18.96777,5.203653,2.739012,172.4745,14.55949,0.06052836,0.01502911,0.003906409,0.004325657
calibration,3323,Normal,11,46.64063,145.2061,6.395653,4.671808,2.062932,1.358267,2.651642,0.003976628,0.002808762,0.0008790527,0.0001491128,4.06,-101.96,148.16,145.38,-154.86,88.81477,5.290357,4.187791,1.898825,1.145474,1.621867,0.0007499203,0.0001862152,5.000519e-05,2.466124e-05,-5.700001,174.43,-33.25,-134.9,19.33,690.5344,18.15182,4.570199,2.654514,1.69233,490.5518,7.185963,1.631117,0.6067153,0.1100234,173.2,69.41,-159.3,58.56,117.4,6.958493,0.04337755,0.01307721,0.001161489,0.004803027,8.13233,0.03931108,0.02415544,0.005520964,0.0007673882,-1.490001,51.7,75.63,168.7,135.4,687.6917,19.1055,5.17683,2.713927,172.4754,14.71054,0.06191469,0.01635091,0.004428919,0.004664261
calibration,3323,Normal,12,49.76953,145.5408,7.052367,5.158042,2.336066,1.420643,2.670023,0.003908545,0.002802302,0.0008974597,0.0001458865,5.865,-102.76,150.76,141.68,-164.86,85.60225,6.088146,4.729171,2.155187,1.257434,1.667305,0.0007328499,0.0001725897,4.456717e-05,2.621289e-05,-5.969999,-16.01,-30.98,-137.5,14.38,697.4053,18.27901,4.455897,2.61508,1.684554,497.9493,7.45564,1.717849,0.637507,0.1016213,173.2,68.94,-159.6,58.43,122.8,7.012377,0.04337755,0.01276483,0.001205078,0.004989017,8.234073,0.04106908,0.02514867,0.005881865,0.000818493,-1.22,47.82,77.56,170.5,137.3,694.4568,19.28561,5.093317,2.669865,172.4787,14.86239,0.06318951,0.01733016,0.004748362,0.004842759
calibration,3323,Normal,13,52.89844,145.8764,7.281735,5.339308,2.407049,1.443727,2.660816,0.003962918,0.002767036,0.0008974597,0.0001538208,6.333,-105.86,149.26,143.48,-160.96,88.30495,6.340669,4.925894,2.243804,1.286723,1.606997,0.0007439009,0.0001747894,4.634628e-05,2.517763e-05,-7.57,177.13,-28.57,-142.7,14.32,699.9792,18.34258,4.415553,2.612072,1.68068,501.2277,7.550661,1.751802,0.6714056,0.1106585,173.2,67.94,-159.8,57.76,4.466,7.022881,0.04337755,0.0126478,0.001209247,0.005006278,8.256858,0.04135376,0.02532299,0.005895424,0.0008213248,-1.159999,47.02,78.03,170.6,137.3,696.9934,19.36992,5.086867,2.671863,172.4803,14.89488,0.06339812,0.0175299,0.00475802,0.004859515
calibration,3323,Normal,14,56.02734,145.8764,7.296842,5.3757,2.423734,1.443727,2.660816,0.004041245,0.002789426,0.0008923084,0.0001496287,5.598,-106.16,147.56,141.88,-164.06,87.29414,6.467479,5.020362,2.288152,1.303122,1.625605,0.0007379299,0.0001725897,4.576304e-05,2.415544e-05,-7.040001,175.93,-27.84,-143.7,16.52,701.6739,18.37438,4.382128,2.597078,1.674885,503.3092,7.550661,1.78437,0.7030481,0.1152086,173.2,68.87,-159.9,55.82,127.9,7.044742,0.04337755,0.01237414,0.001223249,0.005064248,8.267323,0.04183261,0.02561622,0.006011945,0.0008375582,-1.089999,45.88,78.89999,171.2,138.2,698.688,19.4217,5.085082,2.659407,172.4828,14.92634,0.06375035,0.0179019,0.004861227,0.004915138
calibration,3323,Normal,15,59.16016,147.2262,7.434211,5.480686,2.483047,1.452062,2.639459,0.004045899,0.002760672,0.0008964272,0.0001485987,5.464,-107.96,146.36,140.38,-165.36,86.99317,6.642553,5.149143,2.357681,1.328878,1.63123,0.0007551186,0.0001725897,4.634628e-05,2.621289e-05,-6.969999,177.23,150.47,-144.1,8.5,703.3721,18.40616,4.331467,2.582172,1.665271,505.6906,7.673349,1.815453,0.7071068,0.1178922,173.2,68.67,-160.1,55.42,131.1,7.07726,0.04337755,0.01183082,0.001245991,0.005164342,8.335177,0.04325287,0.02663882,0.006441915,0.0008943654,-1.02,43.41,80.1,172.5,139.3,700.3381,19.47258,5.038479,2.646005,172.4868,15.0243,0.06480459,0.01906748,0.005268923,0.0050086
calibration,3323,Normal,16,62.28906,146.5498,7.7497,5.68048,2.618092,1.477356,2.654698,0.00403195,0.002783012,0.0008995286,0.0001532904,6.467,-107.66,148.56,140.68,-164.06,86.79308,7.125002,5.52758,2.540884,1.380337,1.623735,0.0006982567,0.0001634989,4.634628e-05,2.567526e-05,-6.639999,179.73,152.07,-151.8,2.955,709.3083,18.48562,4.210514,2.56735,1.640533,512.7846,7.924739,1.903203,0.7594251,0.1353583,173.2,67.81,-160.7,52.48,142.8,7.141922,0.04337755,0.01077742,0.001275014,0.005266414,8.436553,0.04529132,0.02789427,0.006902636,0.0009419222,-0.749999,39.2,83.11,174.4,141.6,706.1758,19.60613,4.969838,2.640969,172.4973,15.18625,0.06634158,0.02075153,0.005701557,0.005105064
calibration,3323,Normal,17,65.41797,146.2126,8.010044,5.81882,2.679076,1.479058,2.666951,0.004018047,0.002783012,0.0008933361,0.000147406,7.737,-107.76,148.66,139.48,-167.16,87.59615,7.088184,5.440452,2.471638,1.352026,1.605148,0.0006934499,0.0001710074,4.758993e-05,2.621289e-05,-6.84,178.53,150.77,-152.6,1.551,705.8868,18.42205,4.337955,2.60007,1.676814,507.1483,7.620527,1.790544,0.7046685,0.1172154,173.2,67.81,-160.2,55.89,143.3,7.022881,0.04337755,0.01267696,0.001202306,0.004948972,8.222712,0.04121118,0.02511973,0.005708407,0.0007870729,-1.159999,46.88,78.63,170.5,136.7,702.8734,19.47304,5.042529,2.663514,172.4819,14.86147,0.06329357,0.01733834,0.004578007,0.004806359
calibration,3323,Normal,18,68.55078,147.3957,6.914884,5.096065,2.243804,1.39632,2.627331,0.004121118,0.002741669,0.0008974597,0.0001468977,4.39,-108.26,141.36,140.28,-162.36,89.73978,5.539685,4.300164,1.920812,1.142839,1.581303,0.0007656232,0.0001892409,4.819645e-05,2.621289e-05,-5.370001,174.63,153.77,-143.6,11.51,687.9946,18.08819,4.637513,2.685252,1.700141,485.2715,6.886284,1.554122,0.5895015,0.1081396,173.2,68.41,-159.2,63.71,8.075,6.8828,0.04297491,0.01443827,0.001081471,0.004405701,8.019825,0.03664503,0.02218273,0.004764474,0.0006792272,-1.69,57.04,72.48,165.5,131.9,685.2693,18.99494,5.226932,2.743604,172.472,14.527,0.05970824,0.01437406,0.003748987,0.004280984
calibration,3323,Normal,19,71.67969,146.2126,6.237851,4.569672,2.006712,1.333476,2.648591,0.003958358,0.002760672,0.0008841275,0.000147406,4.13,-102.76,147.76,145.48,-155.16,89.43037,5.023253,3.958084,1.786426,1.095179,1.595935,0.0008443354,0.0001794796,4.758993e-05,2.567526e-05,-6.040001,-11.8,-34.72,-127.8,16.92,685.4648,18.02478,4.660528,2.685252,1.698185,482.5974,6.87836,1.543423,0.5901807,0.1042281,173.2,69.61,-159.0,64.31,34.81,6.872506,0.0430145,0.01307721,0.001080227,0.00439051,8.008752,0.03672949,0.02223387,0.004786466,0.0006761063,-1.759999,57.24,72.35,165.4,131.6,682.7427,18.92515,5.250626,2.741441,172.4729,14.50618,0.05979874,0.01472971,0.003772042,0.004266307
calibration,3323,Normal,20,74.80859,146.5498,6.207045,4.555489,1.999793,1.330409,2.6425,0.003972053,0.002760672,0.0008851462,0.0001479159,3.86,-103.06,147.06,144.88,-155.76,89.43037,5.017473,3.95353,1.78437,1.095179,1.594098,0.000847257,0.0001809319,4.758993e-05,2.466124e-05,-6.1,-13.14,157.17,-135.8,16.86,685.4648,18.04056,4.657309,2.685252,1.700141,482.5974,6.799625,1.539873,0.5895015,0.1075189,173.2,70.35,-158.9,64.91,40.76,6.872506,0.04303433,0.01307721,0.001080227,0.00439051,8.008752,0.03672949,0.02223387,0.004791979,0.0006761063,-1.69,57.18,72.35,165.5,132.1,682.7736,18.93872,5.246728,2.74326,172.472,14.50618,0.05981445,0.01472971,0.003777534,0.004266307
calibration,3323,Normal,21,77.9375,146.5498,6.217058,4.559162,2.002097,1.330409,2.6425,0.003972053,0.002760672,0.0008851462,0.0001491128,3.93,-103.16,147.16,144.88,-155.96,89.53342,5.029039,3.962644,1.786426,1.100234,1.595935,0.0008453083,0.0001801006,4.819645e-05,2.466124e-05,-6.24,-11.6,-33.52,-129.5,18.53,685.4648,18.04056,4.660528,2.691442,1.698185,482.5974,6.807457,1.543423,0.5908605,0.1029165,173.2,70.28,-159.0,64.51,28.46,6.872506,0.0430145,0.01447155,0.001080227,0.00439051,8.008752,0.03672949,0.02228512,0.004791979,0.0006753285,-1.69,57.24,72.42,165.4,131.9,682.7704,18.94089,5.251306,2.746902,172.4729,14.50618,0.05979874,0.01444663,0.003777534,0.004266391
calibration,3323,Normal,22,81.07031,146.5498,6.212049,4.562838,2.006712,1.330409,2.6425,0.003976628,0.002763853,0.0008841275,0.0001479159,3.93,-103.06,147.26,145.08,-155.66,89.63654,5.034832,3.944437,1.78437,1.095179,1.594098,0.0008175514,0.0001809319,4.699103e-05,2.466124e-05,-6.1,175.03,154.97,-132.0,16.79,685.4648,18.02478,4.664285,2.685252,1.698185,482.5974,6.862542,1.539873,0.5807444,0.1067788,173.2,69.14,-159.0,65.11,87.35,6.872506,0.0430145,0.01448822,0.001080227,0.00439051,8.008752,0.03664503,0.02223387,0.004791979,0.0006753285,-1.759999,57.24,72.21999,165.4,131.8,682.7489,18.92298,5.244949,2.742851,172.4729,14.50618,0.05973964,0.01440412,0.003777534,0.004266391
calibration,3323,Normal,23,84.19922,146.5498,6.202045,4.562838,2.002097,1.330409,2.639459,0.003972053,0.002760672,0.0008831104,0.000147406,3.86,-103.16,147.06,145.08,-155.76,89.63654,5.017473,3.95353,1.780266,1.09266,1.592264,0.0008100559,0.0001801006,4.758993e-05,2.567526e-05,-6.1,174.93,-34.05,-130.5,17.06,685.4648,18.04056,4.660528,2.685252,1.698185,482.2643,6.714056,1.539873,0.5895015,0.101038,173.2,70.21,-159.0,64.51,95.5,6.872506,0.04303433,0.01448822,0.001080227,0.00439051,8.008752,0.03672949,0.02223387,0.004786466,0.0006737753,-1.69,57.31,72.28,165.4,131.9,682.8071,18.93872,5.249947,2.739679,172.4729,14.50618,0.05981445,0.01440412,0.003772042,0.004266557
calibration,3323,Normal,24,87.33984,146.5498,6.212049,4.562838,2.002097,1.330409,2.639459,0.00398121,0.002760672,0.0008841275,0.000147406,3.86,-103.26,146.96,144.78,-155.86,89.53342,5.029039,3.95353,1.78437,1.093919,1.592264,0.0008462819,0.0001801006,4.699103e-05,2.466124e-05,-6.17,-10.87,154.27,-135.3,17.93,685.4648,18.02478,4.664285,2.685252,1.698185,482.2643,6.854645,1.539873,0.5867929,0.101038,173.2,69.28,-159.0,64.58,94.03,6.872506,0.04303433,0.01448822,0.001080227,0.00439051,8.008752,0.03672949,0.02223387,0.004786466,0.0006737753,-1.759999,57.31,72.28,165.3,131.7,682.752,18.92298,5.250997,2.739679,172.4729,14.50618,0.05981445,0.01440412,0.003772042,0.004266557
calibration,3323,Normal,25,90.46875,146.5498,6.202045,4.555489,1.999793,1.330409,2.639459,0.003985795,0.002760672,0.0008851462,0.0001485987,3.86,-103.26,147.06,144.68,-155.76,89.53342,5.034832,3.948981,1.790544,1.09266,1.595935,0.0008433641,0.0001801006,4.699103e-05,2.567526e-05,-6.17,-12.6,-34.05,-132.6,17.79,685.4648,18.04056,4.660528,2.685252,1.698185,482.2643,6.854645,1.539873,0.5990801,0.1029165,173.2,69.28,-159.0,64.11,32.4,6.872506,0.0430591,0.01307721,0.001080227,0.00439051,8.008752,0.03672949,0.02223387,0.004786466,0.0006761063,-1.759999,57.24,72.28,165.3,131.9,682.752,18.93872,5.259525,2.740716,172.4729,14.50618,0.05983409,0.01472971,0.003772042,0.004266307
calibration,3323,Normal,26,93.59766,146.5498,6.217058,4.562838,2.002097,1.330409,2.6425,0.003972053,0.002763853,0.000882094,0.0001479159,3.86,-103.26,147.16,144.88,-155.76,89.63654,5.023253,3.971778,1.78437,1.100234,1.592264,0.0008414243,0.000178655,4.699103e-05,2.621289e-05,-6.1,-12.0,153.27,-133.6,16.99,685.4648,18.04056,4.657309,2.685252,1.700141,482.5974,6.698614,1.539873,0.5942715,0.1067788,173.2,70.21,-159.0,64.84,90.29,6.872506,0.0430591,0.01447155,0.001081471,0.004400632,8.019825,0.03672949,0.02228512,0.004803026,0.0006800095,-1.69,57.18,72.35,165.4,132.0,682.8131,18.93872,5.251498,2.742851,172.472,14.51701,0.05983409,0.01444663,0.003787392,0.004275892
calibration,3323,Normal,27,96.73047,146.5498,6.227087,4.569672,2.009023,1.333476,2.645545,0.003967484,0.002760672,0.0008831104,0.0001479159,3.99,-103.06,147.46,145.08,-155.36,89.63654,5.052253,3.980934,1.790544,1.095179,1.594098,0.0008365947,0.0001794796,4.699103e-05,2.670023e-05,-6.17,175.73,153.87,-130.7,19.0,685.4648,18.04056,4.660528,2.682163,1.700141,482.8751,6.886284,1.545201,0.6004611,0.1029165,173.2,69.61,-159.0,64.78,93.9,6.872506,0.0431236,0.01447155,0.001082717,0.004405701,8.019825,0.0367718,0.02233649,0.004814099,0.0006768854,-1.69,57.11,72.35,165.4,132.1,682.7396,18.94198,5.260905,2.737628,172.472,14.51701,0.05991482,0.01448624,0.003797273,0.004281235
calibration,3324,Normal,1,15.32813,145.2061,6.456319,4.743895,2.084419,1.358267,2.660816,0.003972053,0.002783012,0.0008780414,0.0001527618,4.528,-102.96,147.96,144.68,-155.36,87.79813,5.333164,4.192615,1.89664,1.137588,1.623735,0.0007603526,0.000177221,4.634628e-05,2.773417e-05,-5.5,175.53,152.77,-134.1,17.46,688.8666,18.07237,4.623652,2.675994,1.696231,486.7263,6.998178,1.572118,0.5662197,0.1145473,173.2,70.08,-159.0,60.03,118.4,6.893902,0.0428662,0.01307721,0.00110031,0.004503136,8.042017,0.03732631,0.02254317,0.004886692,0.0006784454,-1.69,55.51,73.68999,166.2,132.4,686.0975,18.99014,5.189792,2.737903,172.4737,14.55949,0.06010116,0.01498587,0.003853366,0.004377379
calibration,3324,Normal,2,18.45703,147.2262,6.313715,4.697155,2.048731,1.345814,2.633389,0.00403195,0.002763853,0.0008841275,0.000147406,3.39,-104.86,144.86,141.78,-157.86,87.19368,5.217771,4.059617,1.825933,1.116825,1.638759,0.0007499203,0.0001764067,4.576304e-05,2.722795e-05,-5.23,174.33,153.87,-135.9,20.0,687.1244,18.05656,4.640717,2.682163,1.696231,484.6577,6.966024,1.554122,0.553331,0.1138898,173.2,70.55,-158.8,59.36,111.5,6.893902,0.04288594,0.01410961,0.001091478,0.004456717,8.030913,0.03706935,0.02236222,0.00483632,0.0006792272,-1.69,56.18,73.35,165.9,132.2,684.3679,18.96339,5.19397,2.743703,172.4737,14.54863,0.05993559,0.01457958,0.003811331,0.004331404
calibration,3324,Normal,3,21.58984,146.2126,6.349433,4.639114,2.041667,1.341174,2.645545,0.003958358,0.002763853,0.0008800652,0.0001527618,4.46,-103.06,147.26,144.88,-153.56,86.99317,5.163986,4.068975,1.847077,1.123273,1.652019,0.0007700431,0.0001717967,4.456717e-05,2.773417e-05,-4.9,174.73,-29.44,-132.5,22.0,687.1244,18.04056,4.640717,2.682163,1.696231,484.6577,6.799625,1.548763,0.5507886,0.1158737,173.2,71.01,-158.9,60.43,112.5,6.8828,0.04295018,0.01412586,0.001090222,0.00444135,8.019825,0.03689903,0.02236222,0.004886692,0.0006675979,-1.69,56.24,73.21999,166.0,131.9,684.433,18.94415,5.191428,2.744805,172.4737,14.527,0.05986664,0.0145761,0.003862672,0.00431749
calibration,3324,Normal,4,24.71875,146.8875,6.349433,4.624183,2.039318,1.335012,2.639459,0.003985795,0.002760672,0.000876022,0.0001511872,4.26,-103.06,146.96,144.08,-154.36,86.89305,5.169934,4.05028,1.811277,1.12198,1.646323,0.000757731,0.0001741867,4.576304e-05,2.773417e-05,-5.1,175.43,152.87,-138.2,19.33,687.1244,18.04056,4.643924,2.682163,1.696231,484.3785,6.854645,1.554122,0.5636181,0.1145473,173.2,71.01,-158.8,60.36,114.4,6.893902,0.04291064,0.01419106,0.001087715,0.00443624,8.019825,0.0371976,0.02223387,0.00486424,0.0006792272,-1.62,56.24,73.02,165.9,132.1,684.4114,18.94742,5.207463,2.744068,172.4737,14.53778,0.06004539,0.01446186,0.003842616,0.004311164
calibration,3324,Normal,5,27.84766,146.8875,6.313715,4.62099,2.032287,1.345814,2.633389,0.003967484,0.002751154,0.0008780414,0.0001506659,4.06,-103.46,146.56,143.48,-154.66,87.19368,5.199781,4.054945,1.811277,1.118111,1.644429,0.0007594778,0.0001747894,4.518717e-05,2.927621e-05,-5.17,175.73,154.67,-131.5,20.67,686.3336,18.05656,4.647132,2.675994,1.696231,483.4871,6.77618,1.548763,0.5610285,0.1120688,173.2,70.35,-158.9,60.43,115.4,6.8828,0.04293041,0.01307721,0.001088968,0.004451588,8.019825,0.03706935,0.02228512,0.00486424,0.0006792272,-1.69,56.31,73.35,166.0,132.5,683.6514,18.96012,5.208082,2.736528,172.4737,14.527,0.05997069,0.01477202,0.00384146,0.004326335
