Data_Type,Run_Name,Fault_Name,Time_Step,Time,Step Number,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve
calibration,3329,Normal,94,105.766,5.0,752.0,754.0,132.0,0.0,559.0,101.0,1230.0,9472.0,8920.0,-72.0,26.0,16905.0,19096.0,23.0,16652.0,346.0,0.0,28300.0,51.0
calibration,3329,Normal,95,10.2031,4.0,751.0,753.0,132.0,0.0,350.0,99.0,1301.0,9432.0,9051.0,76.0,31.0,16522.0,19848.0,-540.0,16398.0,349.0,0.0,27754.0,49.0
calibration,3330,Normal,1,10.2031,4.0,751.0,753.0,132.0,0.0,350.0,99.0,1301.0,9432.0,9051.0,76.0,31.0,16522.0,19848.0,-540.0,16398.0,349.0,0.0,27754.0,49.0
calibration,3330,Normal,2,11.2031,4.0,751.0,753.0,134.0,0.0,332.0,99.0,1295.0,9407.0,9044.0,-810.0,32.0,16584.0,19956.0,38.0,16290.0,348.0,0.0,27818.0,49.0
calibration,3330,Normal,3,12.2344,4.0,751.0,753.0,132.0,0.0,328.0,101.0,1294.0,9483.0,8964.0,-744.0,32.0,16379.0,19964.0,-55.0,16390.0,354.0,0.0,27850.0,49.0
calibration,3330,Normal,4,13.25,4.0,751.0,755.0,131.0,0.0,327.0,100.0,1275.0,9437.0,9036.0,49.0,30.0,16767.0,20030.0,41.0,16826.0,345.0,0.0,27824.0,50.0
calibration,3330,Normal,5,14.2813,4.0,751.0,752.0,133.0,0.0,318.0,102.0,1202.0,9473.0,9067.0,1305.0,29.0,16976.0,20188.0,-365.0,16212.0,350.0,0.0,27526.0,51.0
calibration,3330,Normal,6,15.2813,4.0,752.0,754.0,131.0,0.0,775.0,99.0,1190.0,9419.0,9014.0,835.0,29.0,16894.0,19412.0,1160.0,16938.0,350.0,1.0,28378.0,50.0
calibration,3330,Normal,7,16.3125,4.0,752.0,753.0,132.0,0.0,918.0,101.0,1209.0,9446.0,8993.0,-1561.0,31.0,15916.0,19180.0,71.0,16642.0,351.0,0.0,28260.0,49.0
calibration,3330,Normal,8,17.3438,4.0,751.0,752.0,132.0,0.0,924.0,100.0,1245.0,9424.0,9040.0,-2200.0,29.0,16923.0,19138.0,-314.0,16528.0,345.0,0.0,28152.0,49.0
calibration,3330,Normal,9,18.3594,4.0,752.0,751.0,136.0,0.0,745.0,101.0,1260.0,9463.0,9000.0,278.0,29.0,17105.0,19422.0,-1181.0,16538.0,344.0,0.0,28280.0,49.0
calibration,3330,Normal,10,19.375,4.0,751.0,753.0,133.0,0.0,842.0,102.0,1214.0,9473.0,8972.0,209.0,29.0,16864.0,19454.0,-58.0,16490.0,346.0,0.0,28108.0,50.0
calibration,3330,Normal,11,20.3906,4.0,751.0,753.0,133.0,0.0,832.0,99.0,1221.0,9422.0,8969.0,-1542.0,30.0,16833.0,19448.0,-296.0,16144.0,351.0,1.0,28272.0,49.0
calibration,3330,Normal,12,21.4375,4.0,752.0,753.0,133.0,0.0,858.0,100.0,1239.0,9399.0,9000.0,-1554.0,31.0,16293.0,19314.0,62.0,16380.0,349.0,0.0,28260.0,49.0
calibration,3330,Normal,13,22.4375,4.0,752.0,753.0,132.0,0.0,863.0,101.0,1222.0,9467.0,8914.0,-847.0,32.0,15863.0,19356.0,-368.0,16422.0,351.0,0.0,28350.0,49.0
calibration,3330,Normal,14,23.4531,4.0,751.0,753.0,133.0,0.0,887.0,100.0,1238.0,9398.0,9009.0,-1833.0,29.0,16880.0,19254.0,15.0,16482.0,351.0,0.0,28342.0,49.0
calibration,3330,Normal,15,24.4688,4.0,751.0,753.0,133.0,0.0,896.0,100.0,1225.0,9428.0,8961.0,-1421.0,31.0,15855.0,19198.0,-11.0,16290.0,360.0,0.0,28300.0,49.0
calibration,3330,Normal,16,25.5,4.0,752.0,753.0,131.0,0.0,905.0,100.0,1234.0,9433.0,8980.0,-2102.0,29.0,16481.0,19120.0,-283.0,16718.0,351.0,0.0,28286.0,49.0
calibration,3330,Normal,17,26.5156,4.0,751.0,753.0,134.0,0.0,909.0,100.0,1225.0,9464.0,8956.0,-1811.0,31.0,16205.0,19108.0,-90.0,16802.0,352.0,1.0,28438.0,49.0
calibration,3330,Normal,18,27.5312,4.0,751.0,753.0,133.0,0.0,902.0,101.0,1233.0,9449.0,8984.0,-1710.0,29.0,16657.0,19240.0,107.0,16584.0,358.0,0.0,28386.0,49.0
calibration,3330,Normal,19,28.5781,4.0,752.0,752.0,130.0,0.0,905.0,101.0,1223.0,9453.0,8926.0,-2054.0,31.0,16166.0,19098.0,41.0,16380.0,351.0,0.0,28378.0,49.0
calibration,3330,Normal,20,29.5781,4.0,752.0,753.0,134.0,0.0,899.0,101.0,1233.0,9464.0,8920.0,-2253.0,29.0,16753.0,19068.0,806.0,16774.0,344.0,1.0,28232.0,49.0
calibration,3330,Normal,21,30.5938,4.0,752.0,754.0,132.0,0.0,911.0,99.0,1224.0,9435.0,9022.0,-1076.0,29.0,16666.0,19232.0,150.0,16136.0,350.0,0.0,28264.0,49.0
calibration,3330,Normal,22,31.6094,4.0,752.0,754.0,136.0,0.0,906.0,101.0,1235.0,9453.0,8982.0,-1251.0,28.0,16729.0,19190.0,56.0,16302.0,360.0,0.0,28270.0,49.0
calibration,3330,Normal,23,32.625,4.0,752.0,753.0,134.0,0.0,907.0,101.0,1223.0,9469.0,8987.0,-1004.0,28.0,16664.0,19060.0,-94.0,16690.0,344.0,0.0,28242.0,49.0
calibration,3330,Normal,24,33.6562,4.0,752.0,753.0,137.0,0.0,909.0,100.0,1232.0,9427.0,8895.0,-889.0,30.0,15960.0,19176.0,-355.0,16874.0,343.0,0.0,28424.0,49.0
calibration,3330,Normal,25,34.6875,4.0,752.0,753.0,133.0,0.0,908.0,99.0,1223.0,9429.0,8959.0,-598.0,28.0,16790.0,19058.0,4.0,16786.0,349.0,0.0,28402.0,49.0
calibration,3330,Normal,26,35.6875,4.0,752.0,753.0,132.0,0.0,908.0,99.0,1236.0,9396.0,8976.0,-1561.0,30.0,16070.0,19196.0,290.0,16224.0,345.0,0.0,28264.0,49.0
calibration,3330,Normal,27,36.7188,4.0,751.0,753.0,132.0,0.0,903.0,99.0,1226.0,9416.0,9012.0,-920.0,28.0,16652.0,19158.0,-711.0,16564.0,343.0,0.0,28238.0,49.0
calibration,3330,Normal,28,37.7344,4.0,752.0,754.0,133.0,0.0,907.0,101.0,1234.0,9402.0,8996.0,-1951.0,30.0,15904.0,19214.0,554.0,16602.0,343.0,0.0,28410.0,49.0
calibration,3330,Normal,29,38.7656,4.0,752.0,754.0,131.0,0.0,899.0,102.0,1225.0,9461.0,8926.0,-1276.0,27.0,16721.0,19100.0,18.0,16310.0,342.0,1.0,28418.0,49.0
calibration,3330,Normal,30,39.7656,4.0,751.0,752.0,132.0,0.0,908.0,102.0,1236.0,9500.0,8918.0,-2075.0,29.0,15990.0,19222.0,-499.0,16316.0,347.0,1.0,28434.0,49.0
calibration,3330,Normal,31,40.8281,4.0,752.0,754.0,136.0,0.0,901.0,101.0,1227.0,9490.0,8958.0,-2039.0,27.0,16866.0,19230.0,520.0,15708.0,357.0,0.0,28254.0,49.0
calibration,3330,Normal,32,41.8437,4.0,752.0,753.0,135.0,0.0,899.0,100.0,1228.0,9435.0,8979.0,-762.0,29.0,16242.0,19094.0,-428.0,16872.0,345.0,0.0,28402.0,49.0
calibration,3330,Normal,33,42.8906,4.0,751.0,754.0,134.0,0.0,897.0,100.0,1226.0,9408.0,9019.0,-745.0,28.0,16403.0,19234.0,756.0,16726.0,346.0,0.0,28228.0,49.0
calibration,3330,Normal,34,43.8906,4.0,752.0,753.0,133.0,0.0,895.0,100.0,1228.0,9448.0,8960.0,-2050.0,28.0,16241.0,19226.0,198.0,16888.0,339.0,0.0,28270.0,49.0
calibration,3330,Normal,35,44.9219,4.0,752.0,754.0,133.0,0.0,893.0,100.0,1226.0,9444.0,8984.0,-401.0,28.0,16505.0,19078.0,1004.0,16610.0,343.0,0.0,28258.0,49.0
calibration,3330,Normal,36,45.9375,4.0,752.0,754.0,135.0,0.0,892.0,101.0,1229.0,9444.0,8956.0,-1804.0,28.0,16886.0,19212.0,678.0,15976.0,356.0,0.0,28438.0,49.0
calibration,3330,Normal,37,46.9687,4.0,752.0,752.0,134.0,0.0,896.0,100.0,1231.0,9426.0,8973.0,-1070.0,28.0,16825.0,19060.0,28.0,16528.0,352.0,0.0,28392.0,49.0
calibration,3330,Normal,38,48.0156,4.0,752.0,752.0,130.0,0.0,889.0,100.0,1228.0,9416.0,9023.0,-1241.0,28.0,16538.0,19228.0,122.0,16586.0,348.0,1.0,28240.0,49.0
calibration,3330,Normal,39,49.0,4.0,752.0,753.0,134.0,0.0,884.0,101.0,1231.0,9460.0,8965.0,-1049.0,28.0,16220.0,19074.0,-16.0,16512.0,342.0,0.0,28410.0,49.0
calibration,3330,Normal,40,50.0312,4.0,752.0,754.0,136.0,0.0,886.0,102.0,1229.0,9473.0,8954.0,-2636.0,28.0,16202.0,19080.0,-19.0,16654.0,347.0,0.0,28284.0,49.0
calibration,3330,Normal,41,51.0469,4.0,752.0,754.0,135.0,0.0,882.0,102.0,1232.0,9460.0,8955.0,-602.0,28.0,16738.0,19226.0,902.0,16438.0,348.0,0.0,28222.0,49.0
calibration,3330,Normal,42,52.0625,4.0,752.0,754.0,134.0,0.0,840.0,101.0,1229.0,9475.0,8968.0,-2480.0,28.0,16547.0,19218.0,-21.0,16486.0,347.0,0.0,28262.0,49.0
calibration,3330,Normal,43,53.0781,4.0,751.0,753.0,134.0,1.0,715.0,101.0,1241.0,9447.0,8943.0,-968.0,28.0,16121.0,19296.0,-756.0,16512.0,355.0,0.0,28104.0,50.0
calibration,3330,Normal,44,54.1094,4.0,752.0,752.0,134.0,0.0,567.0,101.0,1238.0,9481.0,8954.0,837.0,27.0,16889.0,19474.0,-2.0,16862.0,351.0,0.0,28094.0,50.0
calibration,3330,Normal,45,55.1406,4.0,752.0,754.0,132.0,0.0,457.0,100.0,1233.0,9425.0,9028.0,818.0,28.0,16585.0,19590.0,-402.0,16804.0,351.0,0.0,27980.0,50.0
calibration,3330,Normal,46,56.1406,5.0,752.0,754.0,135.0,0.0,386.0,101.0,1295.0,9415.0,8927.0,-1735.0,31.0,15839.0,19754.0,-336.0,16446.0,360.0,0.0,27860.0,49.0
calibration,3330,Normal,47,57.1562,5.0,752.0,754.0,134.0,0.0,375.0,100.0,1276.0,9459.0,8986.0,-340.0,29.0,16536.0,19798.0,-94.0,16288.0,348.0,0.0,27866.0,50.0
calibration,3330,Normal,48,58.1875,5.0,752.0,753.0,132.0,0.0,374.0,99.0,1213.0,9429.0,8995.0,834.0,27.0,16680.0,19794.0,478.0,16434.0,354.0,0.0,27864.0,51.0
calibration,3330,Normal,49,59.2031,5.0,752.0,754.0,132.0,0.0,369.0,101.0,1227.0,9432.0,9025.0,-17.0,28.0,16725.0,19788.0,722.0,16582.0,353.0,1.0,27862.0,50.0
calibration,3330,Normal,50,60.2187,5.0,752.0,754.0,134.0,0.0,363.0,99.0,1234.0,9492.0,8966.0,-35.0,28.0,16576.0,19786.0,-339.0,16630.0,347.0,0.0,27856.0,50.0
calibration,3330,Normal,51,61.2344,5.0,752.0,754.0,132.0,0.0,356.0,99.0,1227.0,9459.0,9011.0,-306.0,27.0,16675.0,19794.0,-45.0,16660.0,352.0,0.0,27846.0,51.0
calibration,3330,Normal,52,62.2656,5.0,751.0,752.0,132.0,0.0,359.0,100.0,1226.0,9456.0,8978.0,-524.0,28.0,16921.0,19790.0,96.0,16664.0,354.0,0.0,27854.0,51.0
calibration,3330,Normal,53,63.2812,5.0,752.0,754.0,135.0,0.0,357.0,101.0,1226.0,9491.0,8942.0,-1296.0,29.0,16824.0,19794.0,-703.0,16518.0,347.0,0.0,27758.0,51.0
calibration,3330,Normal,54,64.2969,5.0,751.0,753.0,132.0,0.0,350.0,101.0,1227.0,9472.0,8956.0,-1474.0,29.0,16675.0,19846.0,-269.0,16400.0,347.0,0.0,27756.0,50.0
calibration,3330,Normal,55,65.3281,5.0,752.0,754.0,135.0,0.0,341.0,101.0,1227.0,9448.0,8961.0,-1550.0,28.0,16641.0,19850.0,-633.0,16618.0,348.0,0.0,27784.0,50.0
calibration,3330,Normal,56,66.3437,5.0,751.0,753.0,135.0,0.0,332.0,102.0,1225.0,9413.0,9014.0,-2180.0,29.0,16375.0,20186.0,-320.0,16084.0,345.0,0.0,27606.0,50.0
calibration,3330,Normal,57,67.375,5.0,752.0,753.0,131.0,0.0,316.0,102.0,1222.0,9475.0,9009.0,-1766.0,30.0,16088.0,19998.0,-328.0,16548.0,352.0,0.0,27588.0,50.0
calibration,3330,Normal,58,68.375,5.0,752.0,753.0,131.0,0.0,303.0,101.0,1220.0,9474.0,8993.0,-1688.0,31.0,15795.0,20096.0,-518.0,16934.0,346.0,0.0,27408.0,50.0
calibration,3330,Normal,59,69.4062,5.0,752.0,753.0,135.0,0.0,301.0,101.0,1227.0,9483.0,8995.0,-1595.0,30.0,16371.0,20272.0,-422.0,16560.0,359.0,0.0,27374.0,50.0
calibration,3330,Normal,60,70.4219,5.0,752.0,753.0,135.0,0.0,296.0,101.0,1225.0,9473.0,8998.0,-401.0,29.0,16374.0,20182.0,-259.0,16596.0,355.0,0.0,27368.0,50.0
calibration,3330,Normal,61,71.4531,5.0,752.0,753.0,133.0,0.0,326.0,101.0,1238.0,9497.0,9026.0,864.0,28.0,16597.0,20194.0,1104.0,16000.0,354.0,1.0,27708.0,50.0
calibration,3330,Normal,62,72.4531,5.0,752.0,754.0,132.0,0.0,376.0,101.0,1241.0,9511.0,9026.0,917.0,25.0,17104.0,19972.0,112.0,16474.0,347.0,0.0,27876.0,50.0
calibration,3330,Normal,63,73.4844,5.0,752.0,754.0,132.0,0.0,424.0,102.0,1232.0,9406.0,9021.0,615.0,26.0,16880.0,19684.0,-41.0,16138.0,353.0,0.0,28026.0,51.0
calibration,3330,Normal,64,74.5312,5.0,752.0,753.0,135.0,0.0,491.0,102.0,1232.0,9364.0,8979.0,1037.0,25.0,17213.0,19456.0,368.0,16192.0,344.0,0.0,28348.0,51.0
calibration,3330,Normal,65,75.5312,5.0,753.0,753.0,135.0,0.0,543.0,102.0,1231.0,9402.0,9008.0,448.0,26.0,16795.0,19136.0,64.0,16738.0,344.0,0.0,28292.0,51.0
calibration,3330,Normal,66,76.5469,5.0,752.0,753.0,132.0,0.0,547.0,100.0,1227.0,9381.0,8974.0,1020.0,26.0,17129.0,19088.0,408.0,16680.0,356.0,0.0,28266.0,51.0
calibration,3330,Normal,67,77.5625,5.0,751.0,753.0,134.0,0.0,550.0,102.0,1230.0,9432.0,8929.0,-75.0,27.0,16648.0,19072.0,-367.0,16666.0,347.0,0.0,28452.0,51.0
calibration,3330,Normal,68,78.5781,5.0,752.0,754.0,135.0,0.0,547.0,101.0,1228.0,9397.0,8989.0,489.0,27.0,16714.0,19072.0,85.0,16636.0,342.0,0.0,28496.0,51.0
calibration,3330,Normal,69,79.6094,5.0,752.0,754.0,134.0,0.0,547.0,101.0,1229.0,9412.0,8914.0,711.0,26.0,16778.0,18976.0,646.0,16654.0,350.0,0.0,28286.0,51.0
calibration,3330,Normal,70,80.6094,5.0,751.0,752.0,135.0,0.0,549.0,101.0,1226.0,9352.0,9001.0,265.0,26.0,16742.0,18982.0,714.0,16642.0,353.0,0.0,28274.0,51.0
calibration,3330,Normal,71,81.6719,5.0,752.0,753.0,134.0,0.0,549.0,99.0,1229.0,9430.0,8922.0,636.0,26.0,16964.0,18970.0,-94.0,16630.0,351.0,0.0,28302.0,51.0
calibration,3330,Normal,72,82.6719,5.0,752.0,754.0,134.0,0.0,549.0,102.0,1225.0,9381.0,8939.0,675.0,26.0,16627.0,19060.0,27.0,16578.0,348.0,0.0,28444.0,51.0
calibration,3330,Normal,73,83.6875,5.0,751.0,753.0,134.0,0.0,552.0,102.0,1228.0,9445.0,8938.0,1075.0,27.0,16646.0,19060.0,-55.0,16566.0,350.0,0.0,28260.0,51.0
calibration,3330,Normal,74,84.75,5.0,752.0,753.0,132.0,0.0,555.0,101.0,1230.0,9373.0,9008.0,1411.0,26.0,16428.0,19074.0,49.0,16410.0,346.0,0.0,28304.0,51.0
calibration,3330,Normal,75,85.7187,5.0,752.0,753.0,135.0,0.0,557.0,101.0,1227.0,9430.0,8933.0,682.0,26.0,17077.0,18986.0,456.0,16604.0,356.0,0.0,28262.0,51.0
calibration,3330,Normal,76,86.75,5.0,751.0,753.0,135.0,0.0,551.0,101.0,1227.0,9428.0,8960.0,656.0,27.0,16951.0,18976.0,-81.0,16512.0,354.0,0.0,28310.0,51.0
calibration,3330,Normal,77,87.7656,5.0,751.0,753.0,133.0,0.0,558.0,100.0,1228.0,9351.0,9010.0,439.0,26.0,16994.0,19028.0,-13.0,16474.0,356.0,0.0,28456.0,51.0
calibration,3330,Normal,78,88.7812,5.0,752.0,753.0,132.0,0.0,555.0,101.0,1227.0,9413.0,8920.0,1145.0,26.0,16659.0,19128.0,514.0,16622.0,358.0,1.0,28274.0,51.0
calibration,3330,Normal,79,89.8125,5.0,751.0,753.0,135.0,0.0,556.0,101.0,1230.0,9439.0,8942.0,609.0,26.0,17028.0,19128.0,220.0,16620.0,355.0,0.0,28478.0,51.0
calibration,3330,Normal,80,90.8281,5.0,752.0,753.0,132.0,0.0,550.0,100.0,1230.0,9365.0,9000.0,1093.0,26.0,16656.0,19094.0,147.0,16430.0,349.0,1.0,28506.0,51.0
calibration,3330,Normal,81,91.8437,5.0,751.0,753.0,131.0,0.0,557.0,100.0,1227.0,9456.0,8922.0,652.0,26.0,16797.0,19042.0,26.0,16526.0,353.0,0.0,28318.0,51.0
calibration,3330,Normal,82,92.8594,5.0,752.0,752.0,135.0,0.0,557.0,100.0,1228.0,9367.0,8975.0,392.0,26.0,16877.0,19050.0,-51.0,16466.0,351.0,0.0,28266.0,51.0
calibration,3330,Normal,83,93.9062,5.0,752.0,752.0,132.0,0.0,556.0,99.0,1231.0,9411.0,8941.0,633.0,26.0,16880.0,19132.0,19.0,16520.0,346.0,0.0,28312.0,51.0
calibration,3330,Normal,84,94.9375,5.0,752.0,753.0,131.0,0.0,557.0,100.0,1228.0,9363.0,9008.0,856.0,26.0,16628.0,18990.0,93.0,16660.0,348.0,0.0,28262.0,51.0
calibration,3330,Normal,85,95.9531,5.0,752.0,753.0,135.0,0.0,555.0,100.0,1227.0,9453.0,8933.0,975.0,26.0,16901.0,19104.0,-66.0,16638.0,350.0,0.0,28308.0,51.0
calibration,3330,Normal,86,96.9687,5.0,752.0,752.0,131.0,0.0,559.0,100.0,1231.0,9360.0,8992.0,1011.0,26.0,16858.0,19034.0,125.0,16520.0,356.0,0.0,28256.0,51.0
calibration,3330,Normal,87,98.0,5.0,752.0,753.0,131.0,0.0,558.0,100.0,1228.0,9402.0,8966.0,250.0,26.0,16414.0,19144.0,492.0,16540.0,354.0,0.0,28462.0,51.0
calibration,3330,Normal,88,99.0156,5.0,752.0,754.0,133.0,0.0,553.0,100.0,1226.0,9420.0,8960.0,409.0,26.0,16619.0,19134.0,-92.0,16580.0,347.0,1.0,28494.0,51.0
calibration,3330,Normal,89,100.047,5.0,751.0,752.0,134.0,0.0,556.0,100.0,1229.0,9388.0,9006.0,791.0,26.0,16890.0,18998.0,9.0,16554.0,347.0,0.0,28448.0,51.0
calibration,3330,Normal,90,101.078,5.0,752.0,753.0,134.0,0.0,556.0,101.0,1228.0,9388.0,8956.0,663.0,27.0,16470.0,19124.0,514.0,16672.0,347.0,0.0,28466.0,51.0
calibration,3330,Normal,91,102.078,5.0,752.0,754.0,135.0,0.0,553.0,101.0,1228.0,9378.0,9005.0,-21.0,27.0,16768.0,18984.0,372.0,16698.0,349.0,0.0,28458.0,51.0
calibration,3330,Normal,92,103.094,5.0,752.0,753.0,135.0,0.0,555.0,101.0,1230.0,9385.0,8922.0,178.0,26.0,16808.0,19134.0,798.0,16724.0,351.0,0.0,28260.0,51.0
calibration,3330,Normal,93,104.125,5.0,752.0,752.0,132.0,0.0,551.0,100.0,1225.0,9359.0,8991.0,945.0,27.0,16671.0,19126.0,764.0,16638.0,351.0,0.0,28274.0,51.0
calibration,3330,Normal,94,105.125,5.0,752.0,753.0,135.0,0.0,559.0,99.0,1229.0,9346.0,8993.0,490.0,27.0,16910.0,19132.0,266.0,16698.0,348.0,0.0,28264.0,51.0
calibration,3330,Normal,95,106.156,5.0,752.0,753.0,132.0,0.0,553.0,102.0,1229.0,9433.0,8925.0,923.0,27.0,16610.0,19114.0,-456.0,16692.0,349.0,0.0,28274.0,51.0
calibration,3330,Normal,96,8.67187,4.0,751.0,754.0,132.0,0.0,354.0,100.0,1311.0,9405.0,9000.0,-984.0,31.0,16682.0,19692.0,-1290.0,16930.0,342.0,0.0,27870.0,49.0
calibration,3331,Normal,1,8.67187,4.0,751.0,754.0,132.0,0.0,354.0,100.0,1311.0,9405.0,9000.0,-984.0,31.0,16682.0,19692.0,-1290.0,16930.0,342.0,0.0,27870.0,49.0
calibration,3331,Normal,2,9.6875,4.0,751.0,753.0,133.0,0.0,337.0,101.0,1303.0,9436.0,8968.0,-1220.0,31.0,16606.0,19850.0,-493.0,16604.0,357.0,0.0,27796.0,49.0
calibration,3331,Normal,3,10.7031,4.0,751.0,753.0,136.0,0.0,329.0,100.0,1303.0,9376.0,9017.0,-2376.0,31.0,16587.0,20074.0,-44.0,15940.0,350.0,1.0,27798.0,49.0
calibration,3331,Normal,4,11.7344,4.0,752.0,753.0,133.0,0.0,324.0,101.0,1275.0,9420.0,9017.0,374.0,31.0,16611.0,19932.0,762.0,16594.0,346.0,0.0,27846.0,50.0
calibration,3331,Normal,5,12.75,4.0,751.0,752.0,135.0,0.0,320.0,99.0,1213.0,9440.0,9022.0,431.0,29.0,16824.0,19896.0,-261.0,16746.0,355.0,0.0,27738.0,51.0
calibration,3331,Normal,6,13.8281,4.0,751.0,753.0,131.0,0.0,606.0,99.0,1193.0,9409.0,8975.0,495.0,31.0,16783.0,19818.0,3014.0,14892.0,353.0,8.0,28138.0,50.0
calibration,3331,Normal,7,14.7812,4.0,751.0,753.0,133.0,0.0,919.0,100.0,1207.0,9375.0,9019.0,-2181.0,31.0,16189.0,19176.0,-1065.0,16762.0,349.0,0.0,28098.0,49.0
calibration,3331,Normal,8,15.8125,4.0,751.0,754.0,132.0,0.0,920.0,101.0,1248.0,9401.0,9042.0,-1809.0,30.0,17003.0,19320.0,-291.0,16040.0,352.0,1.0,28212.0,49.0
calibration,3331,Normal,9,16.8281,4.0,751.0,753.0,132.0,0.0,789.0,100.0,1251.0,9454.0,9055.0,886.0,29.0,16887.0,19388.0,-406.0,16528.0,340.0,0.0,28216.0,49.0
calibration,3331,Normal,10,17.8594,4.0,751.0,752.0,135.0,0.0,833.0,100.0,1218.0,9488.0,8952.0,227.0,29.0,17087.0,19380.0,1162.0,16254.0,343.0,0.0,28340.0,50.0
calibration,3331,Normal,11,18.8594,4.0,750.0,752.0,134.0,0.0,838.0,101.0,1221.0,9382.0,9026.0,-545.0,29.0,17032.0,19258.0,51.0,16742.0,356.0,0.0,28312.0,49.0
calibration,3331,Normal,12,19.8906,4.0,751.0,752.0,139.0,0.0,856.0,99.0,1239.0,9438.0,8969.0,-1850.0,29.0,16876.0,19236.0,-848.0,16668.0,345.0,0.0,28240.0,49.0
calibration,3331,Normal,13,20.9063,4.0,752.0,753.0,136.0,0.0,862.0,99.0,1226.0,9394.0,9041.0,-644.0,29.0,16868.0,19358.0,137.0,16192.0,350.0,0.0,28260.0,49.0
calibration,3331,Normal,14,21.9375,4.0,751.0,753.0,133.0,0.0,878.0,99.0,1227.0,9406.0,9017.0,-714.0,29.0,17042.0,19230.0,115.0,16228.0,353.0,1.0,28314.0,49.0
calibration,3331,Normal,15,22.9375,4.0,752.0,753.0,134.0,0.0,886.0,101.0,1228.0,9369.0,9013.0,-701.0,29.0,16487.0,19210.0,72.0,16454.0,348.0,0.0,28404.0,49.0
calibration,3331,Normal,16,23.9687,4.0,752.0,754.0,133.0,0.0,893.0,101.0,1228.0,9434.0,9020.0,-1342.0,29.0,16649.0,19098.0,-337.0,16644.0,349.0,0.0,28350.0,49.0
calibration,3331,Normal,17,24.9844,4.0,751.0,753.0,131.0,0.0,901.0,99.0,1229.0,9439.0,8986.0,-1937.0,29.0,16469.0,19110.0,554.0,16314.0,353.0,0.0,28402.0,49.0
calibration,3331,Normal,18,26.0313,4.0,752.0,753.0,135.0,0.0,896.0,100.0,1227.0,9439.0,8946.0,-1296.0,29.0,16651.0,19260.0,75.0,16606.0,346.0,0.0,28356.0,49.0
calibration,3331,Normal,19,27.0625,4.0,752.0,755.0,136.0,0.0,903.0,100.0,1226.0,9469.0,8968.0,-1091.0,29.0,16781.0,19216.0,298.0,16686.0,346.0,0.0,28374.0,49.0
calibration,3331,Normal,20,28.1719,4.0,752.0,754.0,133.0,0.0,897.0,99.0,1225.0,9449.0,8941.0,-1105.0,29.0,16700.0,19082.0,486.0,16588.0,343.0,1.0,28382.0,49.0
calibration,3331,Normal,21,29.2031,4.0,751.0,753.0,134.0,0.0,900.0,99.0,1227.0,9432.0,8943.0,-137.0,28.0,16572.0,19058.0,-401.0,17026.0,353.0,1.0,28334.0,49.0
calibration,3331,Normal,22,30.2187,4.0,752.0,753.0,132.0,0.0,900.0,101.0,1226.0,9429.0,9014.0,-1138.0,29.0,16760.0,19114.0,-64.0,16608.0,345.0,0.0,28326.0,49.0
calibration,3331,Normal,23,31.25,4.0,752.0,754.0,135.0,0.0,901.0,100.0,1227.0,9400.0,8958.0,-482.0,28.0,16728.0,19058.0,-370.0,16844.0,350.0,0.0,28324.0,49.0
calibration,3331,Normal,24,32.25,4.0,751.0,753.0,129.0,0.0,902.0,101.0,1226.0,9438.0,8934.0,-2709.0,27.0,16477.0,19204.0,-66.0,16492.0,349.0,1.0,28380.0,49.0
calibration,3331,Normal,25,33.3125,4.0,752.0,752.0,134.0,0.0,897.0,101.0,1224.0,9410.0,8986.0,-1270.0,28.0,16649.0,19190.0,140.0,16402.0,352.0,0.0,28336.0,49.0
calibration,3331,Normal,26,34.2969,4.0,751.0,753.0,136.0,0.0,903.0,102.0,1226.0,9412.0,8967.0,-823.0,28.0,16744.0,19196.0,-78.0,16656.0,350.0,0.0,28338.0,49.0
calibration,3331,Normal,27,35.3125,4.0,751.0,754.0,134.0,0.0,899.0,102.0,1227.0,9399.0,8997.0,-1763.0,28.0,16823.0,19054.0,-285.0,16776.0,353.0,1.0,28362.0,49.0
calibration,3331,Normal,28,36.3281,4.0,752.0,754.0,137.0,0.0,903.0,100.0,1229.0,9397.0,9054.0,-2100.0,28.0,16684.0,19136.0,614.0,16692.0,351.0,0.0,28342.0,49.0
calibration,3331,Normal,29,37.3594,4.0,752.0,754.0,135.0,0.0,906.0,100.0,1230.0,9418.0,8958.0,-481.0,27.0,16312.0,19194.0,-264.0,16714.0,353.0,0.0,28356.0,49.0
calibration,3331,Normal,30,38.375,4.0,752.0,755.0,132.0,0.0,898.0,99.0,1227.0,9426.0,9001.0,-66.0,28.0,16722.0,19164.0,-268.0,16680.0,343.0,0.0,28350.0,49.0
calibration,3331,Normal,31,39.4062,4.0,752.0,754.0,137.0,0.0,906.0,99.0,1231.0,9465.0,8935.0,-219.0,28.0,16757.0,19048.0,69.0,16294.0,350.0,0.0,28342.0,49.0
